Date,Close,Open,High,Low,Volume,Unnamed: 6
2025-03-05,58.3,58.8,59.8,58.05,830330.0,
2025-03-06,58.72,58.6,58.99,58.5,957680.0,
2025-03-07,59.2,59.25,60.3,58.02,977270.0,
2025-03-10,60.5,59.59,61.02,58.75,2920000.0,
2025-03-11,60.36,60.2,61.5,60.0,2380000.0,
2025-03-12,59.34,60.3,60.6,59.0,880930.0,
2025-03-13,61.34,59.9,62.28,59.9,5240000.0,
2025-03-14,60.94,61.99,62.0,60.62,1040000.0,
2025-03-17,60.56,60.84,61.3,60.41,850240.0,
2025-03-18,66.62,64.88,66.62,62.6,18340000.0,
2025-03-19,70.31,68.98,71.6,68.5,28320000.0,
2025-03-20,68.53,70.99,70.99,68.1,13840000.0,
2025-03-21,68.21,68.03,69.21,67.6,4200000.0,
2025-03-24,70.2,68.69,71.25,68.53,15740000.0,
2025-03-25,66.14,70.7,70.75,64.02,22830000.0,
2025-03-26,65.14,66.75,67.0,64.06,5950000.0,
2025-03-27,66.01,65.25,66.75,63.85,8990000.0,
2025-04-03,67.29,66.12,68.0,66.12,3340000.0,
2025-04-04,66.0,67.15,67.55,65.15,1810000.0,
2025-04-07,60.93,64.99,64.99,59.4,5500000.0,
2025-04-08,61.53,61.9,62.75,61.0,2310000.0,
2025-04-09,60.67,61.0,61.2,59.0,2980000.0,
2025-04-10,64.68,62.61,65.55,61.9,9870000.0,
2025-04-11,63.48,63.32,64.3,63.26,1430000.0,
2025-04-14,63.89,63.5,64.5,63.2,1640000.0,
2025-04-15,67.9,64.5,68.9,62.32,21510000.0,
2025-04-16,65.96,67.95,68.68,65.4,12730000.0,
2025-04-17,66.65,65.0,67.5,65.0,5900000.0,
2025-04-18,65.55,66.65,67.39,65.2,3370000.0,
2025-04-21,65.6,65.15,66.55,64.9,3310000.0,
2025-04-22,66.89,65.6,67.61,64.03,8780000.0,
2025-04-23,66.98,67.01,68.29,66.51,6770000.0,
2025-04-24,65.0,65.11,66.15,64.51,3060000.0,
2025-04-25,64.27,65.3,66.13,63.52,2940000.0,
2025-04-28,62.54,66.0,66.0,62.2,1920000.0,
2025-04-29,63.84,63.2,64.1,62.1,1490000.0,
2025-04-30,63.13,64.25,65.44,62.2,4320000.0,
2025-05-02,64.05,64.0,65.5,63.65,3640000.0,
2025-05-05,63.63,64.25,64.45,63.15,1230000.0,
2025-05-06,64.08,63.5,64.85,63.3,2140000.0,
2025-05-07,58.99,60.01,62.7,58.16,3680000.0,
2025-05-08,53.13,59.2,61.0,53.09,5300000.0,
2025-05-09,56.27,53.5,57.4,49.5,5610000.0,
2025-05-12,61.9,61.9,61.9,60.85,2450000.0,
2025-05-13,63.29,62.7,63.99,60.75,6360000.0,
2025-05-14,66.2,64.02,66.98,63.49,9360000.0,
2025-05-15,65.19,66.2,66.89,64.32,7900000.0,
2025-05-16,63.39,65.35,65.49,63.05,1990000.0,
2025-05-19,62.71,63.1,64.06,62.5,1360000.0,
2025-05-20,62.15,62.5,62.85,61.9,1060000.0,
2025-05-21,63.21,62.15,63.58,62.15,1370000.0,
2025-05-22,62.42,63.45,64.33,62.26,1950000.0,
2025-05-23,62.08,62.47,63.03,62.0,869000.0,
2025-05-26,62.47,62.09,63.5,62.0,1660000.0,
2025-05-27,61.83,62.79,62.8,61.6,2260000.0,
2025-05-29,61.87,62.25,62.72,61.54,1820000.0,
2025-05-30,61.33,62.25,62.3,61.2,1860000.0,
2025-06-02,60.95,61.32,61.75,60.8,1890000.0,
2025-06-03,61.5,60.95,61.75,60.6,1600000.0,
2025-06-04,61.67,61.6,61.94,61.3,1290000.0,
2025-06-05,64.65,61.85,64.95,61.67,12280000.0,
2025-06-10,63.62,65.0,65.1,63.3,7190000.0,
2025-06-11,64.39,64.5,64.9,63.76,6330000.0,
2025-06-12,64.22,64.1,66.22,63.95,7500000.0,
2025-06-13,63.2,62.0,63.88,62.0,6910000.0,
2025-06-16,63.51,63.26,63.95,62.45,4350000.0,
2025-06-17,65.09,63.5,65.84,63.5,10870000.0,
2025-06-18,63.33,65.1,65.1,63.05,1770000.0,
2025-06-19,61.8,63.9,64.3,61.5,3590000.0,
2025-06-20,56.68,61.99,64.75,56.17,26660000.0,
2025-06-23,51.09,53.6,55.25,51.01,5770000.0,
2025-06-24,55.64,53.9,56.0,53.2,7700000.0,
2025-06-25,54.68,55.94,55.98,54.33,2870000.0,
2025-06-26,52.71,54.98,54.98,52.51,3190000.0,
2025-06-27,57.98,52.97,57.98,52.96,6690000.0,
2025-06-30,56.51,60.0,60.5,56.01,9230000.0,
2025-07-01,58.74,56.98,60.47,55.2,8860000.0,
2025-07-02,57.78,58.88,59.3,57.5,3140000.0,
2025-07-03,58.24,57.75,59.1,57.11,2990000.0,
2025-07-04,58.76,58.29,63.45,58.01,20120000.0,
2025-07-07,58.43,59.01,59.7,58.25,2580000.0,
2025-07-08,57.94,58.51,58.98,57.68,1180000.0,
2025-07-09,57.86,57.94,59.0,57.71,1340000.0,
2025-07-10,58.85,58.31,60.85,57.8,13900000.0,
2025-07-11,58.05,59.01,59.72,57.8,3470000.0,
2025-07-14,58.07,58.7,58.98,57.85,3070000.0,
2025-07-15,56.79,58.49,58.5,56.65,1640000.0,
2025-07-16,56.4,56.81,57.2,56.23,991330.0,
2025-07-17,57.01,56.75,57.75,56.7,1480000.0,
2025-07-18,55.84,56.8,57.35,55.5,1080000.0,
2025-07-21,55.38,55.5,56.0,55.1,730960.0,
2025-07-22,56.48,55.4,57.58,55.4,2140000.0,
2025-07-23,56.32,56.9,57.99,55.8,1670000.0,
2025-07-24,56.33,56.07,56.94,56.05,597530.0,
2025-07-25,55.0,56.6,56.6,54.51,1890000.0,
2025-07-28,55.09,54.75,55.49,54.75,643810.0,
2025-07-29,56.91,55.0,58.95,55.0,9630000.0,
2025-07-30,56.58,56.91,57.79,56.45,2850000.0,
2025-07-31,56.51,56.95,57.85,56.4,1720000.0,
2025-08-01,55.48,56.35,56.7,55.3,1100000.0,
2025-08-04,58.78,55.75,60.48,55.75,12780000.0,
2025-08-05,59.09,58.78,61.3,58.78,10500000.0,
2025-08-06,58.37,59.83,59.83,57.99,3000000.0,
2025-08-07,58.02,58.37,59.3,57.91,2210000.0,
2025-08-08,56.87,58.49,58.49,56.5,3180000.0,
2025-08-11,56.52,56.56,57.05,56.2,1170000.0,
2025-08-12,56.26,56.7,56.9,56.05,1340000.0,
2025-08-13,56.4,56.68,57.58,56.12,3080000.0,
2025-08-15,56.33,56.1,57.35,56.01,3990000.0,
2025-08-18,56.83,57.25,57.7,56.75,2590000.0,
2025-08-19,57.41,56.83,58.6,56.83,7010000.0,
2025-08-20,57.2,57.55,57.85,56.9,1930000.0,
2025-08-21,56.06,57.2,57.63,55.62,3030000.0,
2025-08-22,56.0,56.06,56.5,55.85,995040.0,
2025-08-25,55.67,56.0,56.26,55.46,971010.0,
2025-08-26,56.73,55.9,57.35,55.6,6160000.0,
2025-08-27,55.88,57.0,57.2,55.55,2780000.0,
2025-08-28,57.22,56.3,58.2,56.05,6230000.0,
2025-08-29,57.11,57.74,57.74,56.45,3980000.0,
2025-09-01,56.51,57.1,57.24,56.4,2250000.0,
2025-09-02,55.96,56.82,57.25,55.86,4350000.0,
2025-09-03,57.83,56.47,58.49,55.8,13390000.0,
2025-09-04,59.56,58.26,61.49,58.18,21730000.0,
2025-09-05,59.47,59.58,60.65,59.11,6120000.0,
2025-09-08,58.04,59.88,59.94,57.95,4050000.0,
2025-09-09,58.59,58.26,59.84,57.51,4179999.9999999995,
2025-09-10,62.27,59.0,63.94,58.55,30450000.0,
2025-09-11,62.47,63.0,64.6,62.03,13710000.0,
2025-09-12,62.04,63.0,63.85,61.75,6360000.0,
2025-09-15,68.24,63.4,68.24,63.3,28640000.0,
2025-09-16,75.06,68.75,75.06,66.6,42110000.0,
2025-09-17,77.5,76.4,80.8,75.61,41370000.0,
2025-09-18,76.76,76.99,79.38,76.05,14460000.0,
2025-09-19,79.7,78.0,80.99,76.5,27140000.0,
2025-09-22,81.84,80.0,84.39,78.25,26820000.0,
2025-09-23,79.39,82.5,83.8,78.51,14640000.0,
2025-09-24,78.68,79.39,80.81,77.6,9530000.0,
2025-09-25,77.67,79.8,79.8,77.35,2820000.0,
2025-09-26,75.17,77.69,78.2,75.01,6200000.0,
2025-09-29,76.01,75.5,77.7,75.5,6670000.0,
2025-09-30,76.4,76.1,77.45,75.6,8730000.0,
2025-10-01,76.21,77.9,78.7,75.9,11330000.0,
2025-10-02,75.3,76.6,77.1,74.75,7850000.0,
2025-10-03,74.77,75.51,76.34,74.05,4099999.9999999995,
2025-10-06,73.21,74.5,74.5,70.6,5490000.0,
2025-10-07,72.34,73.5,73.98,71.9,2560000.0,
2025-10-08,70.21,72.0,72.9,69.0,6400000.0,
2025-10-09,72.26,70.0,75.0,69.5,9750000.0,
2025-10-10,74.43,72.05,78.0,70.33,18940000.0,
2025-10-13,72.91,74.02,77.75,72.6,11750000.0,
2025-10-14,76.67,76.95,77.5,74.6,11740000.0,
2025-10-15,75.58,76.99,78.34,75.05,5980000.0,
2025-10-16,73.72,76.5,77.0,73.3,5740000.0,
2025-10-17,73.45,74.2,74.5,72.61,2860000.0,
2025-10-20,73.08,74.1,74.2,72.35,2350000.0,
2025-10-21,73.56,73.85,75.6,73.24,6500000.0,
2025-10-22,73.98,74.0,75.49,73.25,4760000.0,
2025-10-23,72.8,74.2,74.73,72.5,2410000.0,
2025-10-24,71.43,73.3,73.31,71.2,1370000.0,
2025-10-27,71.5,71.5,72.55,70.04,4690000.0,
2025-10-28,72.3,71.96,73.45,71.5,7340000.0,
2025-10-29,73.22,72.76,75.95,71.85,10930000.0,
2025-10-30,72.63,75.4,76.0,72.19,8340000.0,
2025-10-31,73.46,73.8,75.5,73.0,10230000.0,
2025-11-03,80.81,74.2,80.81,74.2,33450000.000000004,
2025-11-04,73.23,82.98,84.2,72.73,36970000.0,
2025-11-05,73.7,74.9,75.2,71.88,9720000.0,
2025-11-06,72.38,73.7,74.4,72.01,3220000.0,
2025-11-07,70.16,72.79,73.35,69.99,6450000.0,
2025-11-10,72.58,70.7,73.15,70.55,6360000.0,
2025-11-11,70.63,73.01,74.0,70.12,6510000.0,
2025-11-12,70.36,70.99,72.35,69.9,4080000.0,
2025-11-13,69.72,71.5,71.64,69.25,5410000.0,
2025-11-14,70.09,70.44,70.68,69.9,1740000.0,
2025-11-17,70.46,70.4,71.9,70.01,2620000.0,
2025-11-18,69.9,70.73,71.4,69.48,2210000.0,
2025-11-19,69.0,69.91,70.6,68.9,3230000.0,
2025-11-20,70.18,69.05,70.5,69.05,1230000.0,
2025-11-21,71.16,70.75,73.47,70.05,11060000.0,
2025-11-24,71.73,71.87,72.64,71.3,4850000.0,
2025-11-25,70.27,71.75,72.25,70.11,4099999.9999999995,
2025-11-26,70.08,70.79,70.79,68.95,4530000.0,
2025-11-27,70.5,70.15,71.1,69.03,4860000.0,
2025-11-28,70.22,70.65,71.22,70.01,4320000.0,
2025-12-01,74.71,70.45,76.39,70.0,16579999.999999998,
2025-12-02,72.28,75.01,75.5,71.85,4960000.0,
2025-12-03,77.09,72.88,79.51,72.88,33189999.999999996,
2025-12-04,76.15,77.1,77.15,75.5,3670000.0,
2025-12-05,75.42,76.5,77.39,75.11,3570000.0,
2025-12-08,77.14,75.39,79.11,74.6,10670000.0,
2025-12-09,72.01,78.06,78.36,70.02,23010000.0,
2025-12-10,71.44,72.01,72.1,71.0,2980000.0,
2025-12-11,71.43,71.35,73.38,70.5,4800000.0,
2025-12-12,71.7,71.95,72.25,71.32,1150000.0,
2025-12-15,72.13,72.55,73.1,71.85,3180000.0,
2025-12-16,71.43,72.99,72.99,71.3,1650000.0,
2025-12-17,70.87,71.15,71.9,70.5,2100000.0,
2025-12-18,72.34,71.09,74.25,71.09,11680000.0,
2025-12-19,71.58,72.38,72.6,71.5,1600000.0,
2025-12-22,71.01,71.58,72.64,70.61,2660000.0,
2025-12-23,71.72,71.47,72.19,70.6,2520000.0,
2025-12-24,71.64,71.33,72.25,71.24,3570000.0,
2025-12-26,71.41,71.89,72.75,70.9,6500000.0,
2025-12-29,71.36,71.3,72.2,71.2,2610000.0,
2025-12-30,72.56,71.93,73.85,71.11,8720000.0,
2025-12-31,72.86,72.56,74.29,72.56,6850000.0,
