Date,Close,Open,High,Low,Volume,Unnamed: 6
2025-06-20,212.25,211.0,215.0,210.11,2710000.0,
2025-06-23,203.86,210.0,210.5,202.0,4600000.0,
2025-06-24,218.01,216.0,220.3,211.0,9160000.0,
2025-06-25,217.85,218.39,219.01,216.1,6810000.0,
2025-06-26,217.29,218.0,222.49,216.11,6970000.0,
2025-06-27,221.19,217.5,226.0,216.75,9560000.0,
2025-06-30,220.56,224.0,224.0,220.0,4320000.0,
2025-07-01,221.57,220.3,223.0,218.99,4590000.0,
2025-07-02,222.92,222.45,223.99,221.31,4660000.0,
2025-07-03,229.09,224.13,230.0,224.0,9420000.0,
2025-07-04,227.28,229.67,230.0,226.52,2460000.0,
2025-07-07,229.14,227.28,230.0,226.51,3420000.0,
2025-07-08,229.24,229.5,231.55,227.51,4160000.0,
2025-07-09,228.02,228.99,230.0,225.06,7170000.0,
2025-07-10,226.62,228.02,228.09,225.8,2900000.0,
2025-07-11,227.89,227.05,229.01,226.1,2760000.0,
2025-07-14,227.11,228.84,229.2,226.0,2390000.0,
2025-07-15,224.43,227.5,228.0,224.0,2300000.0,
2025-07-16,224.37,223.8,226.0,222.85,2360000.0,
2025-07-17,225.18,224.8,227.98,224.1,3410000.0,
2025-07-18,223.28,226.0,228.1,223.0,2840000.0,
2025-07-21,221.18,223.28,223.99,220.99,2490000.0,
2025-07-22,226.63,222.0,229.0,221.01,6600000.0,
2025-07-23,226.23,228.4,231.0,225.52,4490000.0,
2025-07-24,225.33,227.0,228.7,225.0,1880000.0,
2025-07-25,225.91,225.33,226.98,224.23,2020000.0,
2025-07-28,227.13,227.1,229.1,223.51,9300000.0,
2025-07-29,224.04,226.99,227.48,222.05,1830000.0,
2025-07-30,224.78,223.4,226.0,223.4,1480000.0,
2025-07-31,233.01,228.0,238.0,228.0,24210000.0,
2025-08-01,255.67,233.45,256.31,231.01,37050000.0,
2025-08-04,260.22,265.0,269.0,259.12,17820000.0,
2025-08-05,259.14,260.0,264.5,256.0,12660000.0,
2025-08-06,262.24,259.77,263.4,257.65,8990000.0,
2025-08-07,267.08,263.02,269.88,263.0,16980000.0,
2025-08-08,270.48,267.2,276.99,267.2,19940000.0,
2025-08-11,277.09,269.96,278.5,267.46,12020000.0,
2025-08-12,271.54,278.5,279.35,269.4,15700000.0,
2025-08-13,269.5,272.0,274.0,268.18,11220000.0,
2025-08-15,262.58,270.0,271.65,261.01,8770000.0,
2025-08-18,263.57,263.01,264.9,258.66,8840000.0,
2025-08-19,259.71,263.97,264.38,259.0,7630000.0,
2025-08-20,258.27,260.0,261.0,257.0,5290000.0,
2025-08-21,260.97,259.01,262.15,255.55,9480000.0,
2025-08-22,263.13,262.0,268.7,261.2,12450000.0,
2025-08-25,260.97,262.55,264.25,260.23,2540000.0,
2025-08-26,260.42,263.94,264.7,259.5,4340000.0,
2025-08-27,260.33,261.0,261.99,259.02,2740000.0,
2025-08-28,261.24,260.53,262.0,259.9,2200000.0,
2025-08-29,264.36,261.4,271.25,260.0,14510000.0,
2025-09-01,270.35,264.31,272.0,264.2,10450000.0,
2025-09-02,269.32,271.97,272.78,268.0,6920000.0,
2025-09-03,273.1,270.0,275.5,268.2,8359999.999999999,
2025-09-04,270.39,272.5,273.74,269.06,6160000.0,
2025-09-05,272.98,270.7,274.8,268.55,11590000.0,
2025-09-08,275.0,274.97,276.9,273.0,7210000.0,
2025-09-09,273.15,275.5,277.39,271.0,4430000.0,
2025-09-10,272.92,272.99,275.5,271.25,3940000.0,
2025-09-11,270.74,274.0,274.8,270.3,2300000.0,
2025-09-12,267.58,270.74,271.2,267.0,3160000.0,
2025-09-15,268.52,268.98,271.25,267.5,2590000.0,
2025-09-16,272.19,269.0,273.11,268.5,3910000.0,
2025-09-17,270.4,273.5,274.15,270.0,5140000.0,
2025-09-18,272.12,274.4,274.4,271.0,4160000.0,
2025-09-19,277.26,273.0,290.0,272.5,21410000.0,
2025-09-22,280.64,278.0,284.1,277.94,9750000.0,
2025-09-23,282.71,282.5,288.0,281.0,16350000.000000002,
2025-09-24,282.86,285.8,287.74,281.45,13700000.0,
2025-09-25,277.88,282.86,284.7,276.2,10970000.0,
2025-09-26,280.53,278.0,282.2,277.88,7870000.0,
2025-09-29,281.5,282.0,282.0,278.06,4920000.0,
2025-09-30,277.23,282.7,284.8,276.12,9770000.0,
2025-10-01,276.69,278.0,280.5,275.9,6110000.0,
2025-10-02,278.41,277.49,279.99,275.55,3120000.0,
2025-10-03,277.92,278.5,280.79,277.0,3020000.0,
2025-10-06,274.49,277.0,277.0,270.5,3720000.0,
2025-10-07,271.34,275.0,276.25,270.9,4310000.0,
2025-10-08,269.56,272.0,273.4,269.0,2530000.0,
2025-10-09,267.53,269.0,272.3,266.9,3060000.0,
2025-10-10,263.97,266.0,267.99,262.3,3030000.0,
2025-10-13,252.84,261.0,261.9,250.0,7680000.0,
2025-10-14,264.23,255.99,265.1,254.11,7820000.0,
2025-10-15,260.64,267.4,267.4,258.8,4520000.0,
2025-10-16,258.88,260.0,262.8,257.5,4530000.0,
2025-10-17,258.21,259.95,262.3,257.1,6470000.0,
2025-10-20,263.9,260.01,265.2,256.95,5680000.0,
2025-10-21,264.63,260.0,268.0,260.0,6000000.0,
2025-10-22,266.92,264.51,273.31,262.61,8800000.0,
2025-10-23,266.32,265.0,272.55,265.0,3980000.0,
2025-10-24,264.27,266.8,270.39,263.7,2780000.0,
2025-10-27,260.76,264.1,265.1,260.0,3530000.0,
2025-10-28,255.89,260.76,262.65,255.0,1390000.0,
2025-10-29,256.58,258.8,260.2,255.0,4010000.0,
2025-10-30,253.8,260.0,260.0,253.06,2430000.0,
2025-10-31,256.67,255.0,259.6,255.0,2720000.0,
2025-11-03,257.32,259.0,259.9,256.9,3410000.0,
2025-11-04,254.16,257.0,257.32,252.3,3050000.0,
2025-11-05,250.87,255.06,255.99,249.25,3460000.0,
2025-11-06,248.3,251.97,252.0,247.37,3480000.0,
2025-11-07,246.04,244.7,247.5,242.0,3220000.0,
2025-11-10,252.65,250.19,253.99,246.45,6790000.0,
2025-11-11,243.21,252.97,252.97,242.42,5850000.0,
2025-11-12,240.15,243.02,246.47,238.2,5760000.0,
2025-11-13,243.15,241.25,243.88,240.7,2370000.0,
2025-11-14,247.42,244.15,249.0,243.25,3340000.0,
2025-11-17,246.34,248.48,250.7,245.48,2960000.0,
2025-11-18,245.42,247.79,247.79,243.9,1740000.0,
2025-11-19,251.29,246.89,253.9,245.42,4970000.0,
2025-11-20,255.4,253.9,256.74,253.02,4670000.0,
2025-11-21,254.04,253.11,258.3,253.11,4400000.0,
2025-11-24,250.79,253.0,254.0,249.15,2700000.0,
2025-11-25,249.4,251.0,252.2,248.05,1550000.0,
2025-11-26,253.62,249.64,255.5,246.0,4160000.0,
2025-11-27,260.28,254.34,261.1,253.15,5910000.0,
2025-11-28,265.21,261.0,266.0,261.0,9010000.0,
2025-12-01,271.07,265.3,271.9,262.0,7540000.0,
2025-12-02,267.39,272.7,273.5,266.66,4110000.0000000005,
2025-12-03,269.34,270.6,270.6,264.91,2660000.0,
2025-12-04,270.67,270.9,271.99,266.4,1960000.0,
2025-12-05,274.58,273.87,276.0,271.25,6620000.0,
2025-12-08,274.36,274.65,278.2,273.5,5500000.0,
2025-12-09,272.4,275.99,276.95,271.26,4110000.0000000005,
2025-12-10,270.21,273.5,273.75,269.8,3000000.0,
2025-12-11,272.83,277.9,279.1,272.35,8800000.0,
2025-12-12,275.11,273.35,275.99,271.25,4320000.0,
2025-12-15,278.67,279.89,280.8,276.82,6870000.0,
2025-12-16,275.6,279.49,280.49,274.5,3970000.0,
2025-12-17,271.33,275.49,275.98,270.0,3610000.0,
2025-12-18,269.29,272.0,272.0,268.75,2910000.0,
2025-12-19,267.99,270.0,271.7,267.38,1870000.0,
2025-12-22,266.87,268.5,269.0,266.0,1690000.0,
2025-12-23,264.84,267.0,267.5,264.5,1170000.0,
2025-12-24,267.46,265.0,268.68,265.0,1480000.0,
2025-12-26,270.4,267.46,271.0,267.25,3330000.0,
2025-12-29,273.57,271.25,274.49,270.39,4280000.0,
2025-12-30,280.71,273.98,281.8,273.5,8990000.0,
2025-12-31,281.09,280.89,283.94,279.0,5920000.0,
